CENSUS	YEAR	DATE	Data	DATE	SITE	BLOCK	FIELD	FIELDNEW	CHECK	AREA	SPTREAT	DEPTH	TUSW	GWFG	WHGO	CAGO	MALL	GADW	GWTE	CITE	UNTE	AMWI	NOPI	NOSH	RIDU	CANV	BUFF	WODU	RUDU	EUWI	UNDU	PBGB	SORA	COOT	COMO	AMBI	BCNH	GBHE	SNEG	GREG	WFIB	SACR	AMAV	BNST	BBPL	KILL	LBCU	GRYE	LEYE	LBDO	SNIP	DUNL	WESA	LESA	PEEP	RUFF	UNSH	RBGU	HEGU	CAGU	GUSP	WATERFWL	LLWADERS	SHOREBDS	AQBIRDS
4	1	04-Jan-94	13.00	369	butler	3	2	302	5	13.64	fldrl	21.6	0	0	0	0	0.293255132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.293255132	0	0	0.293255132
3	1	12-Dec-93	12.00	346	butler	3	5	305	4	6.88	fldrl	21.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	01-Dec-93	12.00	335	butler	3	1	301	12	8.89	fldrl	21.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	18-Nov-93	11.00	322	butler	3	4	304	5	12.87	fldrl	21.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	18-Nov-93	11.00	322	butler	3	5	305	7	4.44	fldrl	21.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	12-Dec-93	12.00	346	butler	3	5	305	7	4.44	fldrl	21.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	1	04-Jan-94	13.00	369	butler	3	1	301	5	12.4	fldrl	21.4	0	0	0	0	0.725806452	0	0	0	0	0	0.161290323	0.080645161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.967741935	0	0	0.967741935
1	1	18-Nov-93	11.00	322	butler	3	2	302	8	1.08	fldrl	21.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.62962963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.62962963	4.62962963
1	1	18-Nov-93	11.00	322	butler	3	1	301	10	8.25	fldrl	21.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	18-Nov-93	11.00	322	butler	3	4	304	4	7.67	fldrl	21.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	18-Nov-93	11.00	322	butler	3	4	304	6	14.54	fldrl	21.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	2	12-Dec-94	12.00	711	butler	3	11	311	3	12.69	fldrl	21.2	0	0	0	0	0.236406619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.236406619	0	0	0.236406619
2	1	01-Dec-93	12.00	335	butler	3	1	301	10	8.25	fldrl	21.2	0	0	0	0	0.484848485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.484848485	0	0	0.484848485
8	2	11-Feb-95	14.00	772	butler	3	1	301	9	7.95	fldrl	21.1	0	0	0	0	3.647798742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.647798742	0	0	3.647798742
2	1	01-Dec-93	12.00	335	butler	3	5	305	10	0.51	fldrl	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	2	31-Jan-95	13.00	761	butler	3	1	301	11	10.21	fldrl	20.9	0	0	0	0	0	0	1.469147894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.097943193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.469147894	0	0	1.567091087
4	1	04-Jan-94	13.00	369	butler	3	1	301	4	7.23	fldrl	20.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	18-Nov-93	11.00	322	butler	3	4	304	9	1.35	fldrl	20.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	01-Dec-93	12.00	335	butler	3	5	305	9	2.09	fldrl	20.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	12-Dec-93	12.00	346	butler	3	5	305	8	2.35	fldrl	20.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	1	04-Jan-94	13.00	369	butler	3	5	305	8	2.35	fldrl	20.8	0	0	0	0	2.553191489	0	0	0	0	1.276595745	1.70212766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.531914894	0	0	5.531914894
3	1	12-Dec-93	12.00	346	butler	3	1	301	8	5.55	fldrl	20.8	0	0	0	0	10.99099099	0	0	0	0	0.720720721	2.522522523	0.18018018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.41441441	0	0	14.41441441
9	2	18-Feb-95	14.00	779	butler	3	1	301	6	6.13	fldrl	20.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	2	21-Dec-94	12.00	720	butler	3	10	310	4	6.14	chpfld	20.7	0	0	0.16286645	0	0.488599349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16286645	0	0	0	0.651465798	0	0	0.814332248
8	2	11-Feb-95	14.00	772	butler	3	10	310	1	0.86	chpfld	20.7	0	0	0	0	2.325581395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.325581395	0	0	2.325581395
3	1	12-Dec-93	12.00	346	butler	3	5	305	5	6.42	fldrl	20.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.647975078	0	0	0	0.15576324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15576324	0	2.803738318
8	2	11-Feb-95	14.00	772	butler	3	1	301	2	9.79	fldrl	20.7	0	0	0	0	2.757916241	0	0	0	0	0	8.886618999	2.042900919	0	0	0	0	0	0	0	0	0	0.715015322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.68743616	0	0	14.40245148
8	2	11-Feb-95	14.00	772	butler	3	1	301	8	5.55	fldrl	20.6	0	0	0.18018018	0	6.126126126	0	0	0	0	0	0.540540541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18018018	0	0	6.846846847	0	0	7.027027027
4	1	04-Jan-94	13.00	369	butler	3	5	305	4	6.88	fldrl	20.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	1	04-Jan-94	13.00	369	butler	3	2	302	4	8.13	fldrl	20.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	12-Dec-93	12.00	346	butler	3	1	301	12	8.89	fldrl	20.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112485939	0	0	0	0	0	0	0.112485939
1	1	18-Nov-93	11.00	322	butler	3	1	301	12	8.89	fldrl	20.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.1023622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.1023622
3	1	12-Dec-93	12.00	346	butler	3	5	305	3	6.02	fldrl	20.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166	0	0	0	0	0	0.166112957
5	2	31-Dec-94	12.00	730	butler	3	11	311	2	8.75	fldrl	20.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114285714	0	0.114285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.228571429	0	0.228571429
3	2	12-Dec-94	12.00	711	butler	3	11	311	2	8.75	fldrl	20.3	0	0	0	0	0.342857143	0	0	0	0	0	0.114285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.457142857	0	0	0.457142857
4	2	21-Dec-94	12.00	720	butler	3	11	311	2	8.75	fldrl	20.3	0	0	0	0	1.828571429	0	0.228571429	0	0	0.914285714	0.114285714	1.142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114285714	0	0.114285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.228571429	0.228571429	0	4.457142857
6	2	22-Jan-95	13.00	752	butler	3	11	311	2	8.75	fldrl	20.3	0	0	0	0	0	0	0	0	0	0	13.25714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.25714286	0	0	13.25714286
1	1	18-Nov-93	11.00	322	butler	3	1	301	15	3.63	fldrl	20.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.275482094	0	0	0	0	0	0	0	0	0	0.275482094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.275482094	0.275482094	0.550964187
3	1	12-Dec-93	12.00	346	butler	3	4	304	2	3.69	fldrl	20.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81300813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81300813
8	2	11-Feb-95	14.00	772	butler	3	1	301	7	6.92	fldrl	20.1	0	0	0	0	1.011560694	0	30.92485549	0	0	0.289017341	3.323699422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.54913295	0	0	35.54913295
6	2	22-Jan-95	13.00	752	butler	3	1	301	13	6.54	fldrl	20.1	0	0	0	0	115.2905199	0	7.645259939	0	0	25.99388379	130.5810398	3.058103976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282.5688073	0	0	282.5688073
5	2	31-Dec-94	12.00	730	butler	3	1	301	11	10.21	fldrl	19.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.097943193	0	0	0	0	0	0	0.097943193
7	2	31-Jan-95	13.00	761	butler	3	10	310	5	5.11	chpfld	19.9	0	0	0	0	1.174168297	0	0	0	0	0	2.544031311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.718199609	0	0	3.718199609
4	1	04-Jan-94	13.00	369	butler	3	1	301	14	6.62	fldrl	19.9	0	0	0	0	0.302114804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.27190332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.302114804	0	0	0	0	0	0	0	0	0	0	0	0.302114804	0	0.302114804	10.87613293
1	1	18-Nov-93	11.00	322	butler	3	1	301	11	10.21	fldrl	19.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	2	31-Dec-94	12.00	730	butler	3	1	301	10	8.25	fldrl	19.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	18-Nov-93	11.00	322	butler	3	5	305	8	2.35	fldrl	19.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	12-Dec-93	12.00	346	butler	3	5	305	1	2.65	fldrl	19.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	12-Dec-93	12.00	346	butler	3	1	301	7	6.92	fldrl	19.8	0	0	0	0	4.913294798	0	0.144508671	0	0	0.578034682	0.289017341	1.589595376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.514450867	0	0	7.514450867
8	2	11-Feb-95	14.00	772	butler	3	1	301	4	7.23	fldrl	19.8	0	0	0	0	16.73582296	0	1.106500692	0	0	1.659751037	3.734439834	0	0	0	0	0	0	0	0	0	0	2.213001383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.23651452	0	0	25.44951591
7	2	31-Jan-95	13.00	761	butler	3	10	310	4	6.14	chpfld	19.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	1	04-Jan-94	13.00	369	butler	3	5	305	5	6.42	fldrl	19.7	0	0	0	0	2.959501558	0	0	0	0	0	0.934579439	2.024922118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.919003115	0	0	5.919003115
4	1	04-Jan-94	13.00	369	butler	3	1	301	3	10.46	fldrl	19.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	1	04-Jan-94	13.00	369	butler	3	1	301	12	8.89	fldrl	19.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.562429696	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112485939	0	4.049493813	0	0	0	0	0	0	0	0	0	0	0	0	0	4.161979753	4.724409449
6	1	24-Jan-94	13.00	389	butler	3	2	302	4	8.13	fldrl	19.4	0	0	0	0	2.70602706	0	0	0	0	0	7.380073801	0	0	0	0	0	0	0	0	0	0	0.98400984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.08610086	0	0	11.0701107
5	2	31-Dec-94	12.00	730	butler	3	11	311	1	10.02	fldrl	19.3	0	0	0	0	0.099800399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.099800399	0	0.099800399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.099800399	0.199600798	0	0.299401198
5	1	14-Jan-94	13.00	379	butler	3	1	301	6	6.13	fldrl	19.3	0	0	0	0	2.936378467	0	0	0	0	0	0.815660685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.752039152	0	0	3.752039152
4	1	04-Jan-94	13.00	369	butler	3	5	305	3	6.02	fldrl	19.3	0	0	0	0	0.664451827	0	1.661129568	0	0	0.664451827	1.661129568	0.332225914	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.305647841	0	0	8.305647841
3	1	12-Dec-93	12.00	346	butler	3	1	301	10	8.25	fldrl	19.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	01-Dec-93	12.00	335	butler	3	1	301	15	3.63	fldrl	19.2	0	0	0	0	0	0	0	0	0	0	0.275482094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.275482094	0	0	0.275482094
6	2	22-Jan-95	13.00	752	butler	3	11	311	3	12.69	fldrl	19.2	0	0	0	0	0	0	0	0	0	0.315208826	0.157604413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.078802206	0	0.078802206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.472813239	0.157604413	0	0.630417652
7	2	31-Jan-95	13.00	761	butler	3	1	301	13	6.54	fldrl	19.1	0	76.45259939	0	0	2.293577982	0	3.058103976	0	0	0	0	1.529051988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.33333333	0	0	83.33333333
1	1	18-Nov-93	11.00	322	butler	3	5	305	10	0.51	fldrl	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	2	12-Mar-95	15.00	801	butler	3	11	311	4	7.85	fldrl	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	1	04-Jan-94	13.00	369	butler	3	2	302	6	11.45	fldrl	19	0	0	0	0	0	0	0	0	0	0	0.087336245	0	0	0	0	0	0	0	0	0	0	0.087336245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.087336245	0	0	0.174672489
6	2	22-Jan-95	13.00	752	butler	3	10	310	14	1.3	chpfld	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.769230769	0	0.769230769
4	1	04-Jan-94	13.00	369	butler	3	2	302	3	9.48	fldrl	18.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	18-Nov-93	11.00	322	butler	3	5	305	9	2.09	fldrl	18.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	2	11-Feb-95	14.00	772	butler	3	1	301	10	8.25	fldrl	18.8	0	0	0	0	0.727272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848484848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.727272727	0	0	1.575757576
8	1	13-Feb-94	14.00	409	butler	3	2	302	1	2.54	fldrl	18.8	0	0	0	0	13.77952756	0	0	0	0	0	0.787401575	5.511811024	0	0	0	0	0	0	0	0	0	14.56692913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.07874016	0	0	34.64566929
4	1	04-Jan-94	13.00	369	butler	3	2	302	1	2.54	fldrl	18.8	0	0	0	0	11.41732283	0	7.874015748	0	0	0	0	15.7480315	0	0	0	0	0	0	0	0	0	372.8346457	0	0.393700787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.03937008	0.393700787	0	408.2677165
3	2	12-Dec-94	12.00	711	butler	3	10	310	4	6.14	chpfld	18.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	2	18-Feb-95	14.00	779	butler	3	1	301	2	9.79	fldrl	18.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102145046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102145046	0	0.102145046
8	2	11-Feb-95	14.00	772	butler	3	10	310	2	2.68	chpfld	18.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	1	14-Jan-94	13.00	379	butler	3	2	302	5	13.64	fldrl	18.6	0	0	0	0	10.11730205	0	0.219941349	0	0	1.46627566	6.011730205	0.293255132	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.4340176	0	0	47.4340176
1	1	18-Nov-93	11.00	322	butler	3	1	301	9	7.95	fldrl	18.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125786164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125786164
2	1	01-Dec-93	12.00	335	butler	3	1	301	9	7.95	fldrl	18.5	0	0	0	0	2.389937107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.389937107	0	0	2.389937107
6	1	24-Jan-94	13.00	389	butler	3	5	305	4	6.88	fldrl	18.5	0	0	0	0	4.796511628	0	0	0	0	1.162790698	1.598837209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.558139535	0	0	7.558139535
5	1	14-Jan-94	13.00	379	butler	3	4	304	3	7.34	fldrl	18.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	1	24-Jan-94	13.00	389	butler	3	1	301	5	12.4	fldrl	18.4	0	0.322580645	0	0	4.758064516	0	0	0	0	0.322580645	8.064516129	1.532258065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	15
5	1	14-Jan-94	13.00	379	butler	3	1	301	5	12.4	fldrl	18.4	0	0.161290323	0	0	6.85483871	0	0	0	0	1.612903226	16.12903226	0.161290323	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.51612903	0	0	39.51612903
6	2	22-Jan-95	13.00	752	butler	3	11	311	1	10.02	fldrl	18.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.596806387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.596806387
6	1	24-Jan-94	13.00	389	butler	3	1	301	6	6.13	fldrl	18.3	0	0	0	0	7.014681892	0	0	0	0	0	14.19249592	3.262642741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163132137	0	0	0	0	0	0	0	0	0	0	0	0	0	24.46982055	0	0.163132137	24.63295269
3	1	12-Dec-93	12.00	346	butler	3	1	301	15	3.63	fldrl	18.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.275482094	0	0	0	0	0	0	0	0	0.275482094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.275482094	0.275482094	0.550964187
3	1	12-Dec-93	12.00	346	butler	3	5	305	10	0.51	fldrl	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
